project_id,sov_line_id,week_end,labor_hours_w,labor_cost_w,st_hours_w,ot_hours_w,material_cost_w,material_qty_w,pct_complete,total_billed,scheduled_value,description,labor_hours_td,labor_cost_td,material_cost_td,st_hours_td,ot_hours_td,pct_complete_td,total_billed_td,estimated_labor_hours,estimated_labor_cost,estimated_material_cost,productivity_factor,budget_hours_adj,earned_labor_hours_td,earned_labor_cost_td,earned_material_cost_td,labor_burn_mult_cost,labor_burn_mult_hours,material_burn_mult_cost,ot_ratio_td,billing_lag_ratio
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-06-23,80.0,5554.4,80.0,0.0,0.0,0.0,27.4,565700.0,2064200.0,General Conditions & Project Management,694.0,58845.219999999994,0.0,668.0,26.0,27.4,565700.0,1850,127450,83100,1.0,1850.0,506.8999999999999,34921.299999999996,22769.399999999998,1.6850810250477022,1.3691063326072817,0.0,0.03746397694519098,0.10402195509987605
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-06-30,70.0,5367.16,70.0,0.0,0.0,0.0,0.0,0.0,0.0,,764.0,64212.38,0.0,738.0,26.0,27.4,565700.0,1850,127450,83100,1.0,1850.0,506.8999999999999,34921.299999999996,22769.399999999998,1.8387740433488493,1.5072006312852495,0.0,0.0340314136125209,0.11350959872724037
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-07-07,138.0,13017.779999999999,130.0,8.0,0.0,0.0,0.0,0.0,0.0,,902.0,77230.15999999999,0.0,868.0,34.0,27.4,565700.0,1850,127450,83100,1.0,1850.0,506.8999999999999,34921.299999999996,22769.399999999998,2.211548825501851,1.779443677250386,0.0,0.03769401330372761,0.13652140710623978
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-07-14,104.0,9607.02,86.0,18.0,0.0,0.0,0.0,0.0,0.0,,1006.0,86837.18,0.0,954.0,52.0,27.4,565700.0,1850,127450,83100,1.0,1850.0,506.8999999999999,34921.299999999996,22769.399999999998,2.4866537041861996,1.9846123495719383,0.0,0.05168986083493868,0.15350394201873754
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-07-21,104.0,7812.73,100.0,4.0,0.0,0.0,40.1,827000.0,2064200.0,General Conditions & Project Management,1110.0,94649.90999999999,0.0,1054.0,56.0,40.1,827000.0,1850,127450,83100,1.0,1850.0,741.85,51107.450000000004,33323.1,1.8519787232585099,1.4962593516189306,0.0,0.050450450450405,0.11444970979443757
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-07-28,56.0,3870.4799999999996,48.0,8.0,0.0,0.0,0.0,0.0,0.0,,1166.0,98520.38999999998,0.0,1102.0,64.0,40.1,827000.0,1850,127450,83100,1.0,1850.0,741.85,51107.450000000004,33323.1,1.9277109305981428,1.5717463098988047,0.0,0.054888507718649324,0.1191298548972187
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-08-04,122.0,9872.92,108.0,14.0,0.0,0.0,0.0,0.0,0.0,,1288.0,108393.31,0.0,1210.0,78.0,40.1,827000.0,1850,127450,83100,1.0,1850.0,741.85,51107.450000000004,33323.1,2.120890594228393,1.7362000404371016,0.0,0.06055900621113311,0.1310680894800482
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-08-11,72.0,6344.959999999999,72.0,0.0,0.0,0.0,0.0,0.0,0.0,,1360.0,114738.26999999999,0.0,1282.0,78.0,40.1,827000.0,1850,127450,83100,1.0,1850.0,741.85,51107.450000000004,33323.1,2.2450400088440676,1.8332547010826539,0.0,0.05735294117642842,0.13874035066505422
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-08-18,112.0,10632.96,110.0,2.0,0.0,0.0,0.0,0.0,0.0,,1472.0,125371.23,0.0,1392.0,80.0,40.1,827000.0,1850,127450,83100,1.0,1850.0,741.85,51107.450000000004,33323.1,2.4530910855461885,1.9842286176424018,0.0,0.0543478260869196,0.15159761789600948
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-08-25,102.0,8852.48,102.0,0.0,0.0,0.0,48.3,997000.0,2064200.0,General Conditions & Project Management,1574.0,134223.71,0.0,1494.0,80.0,48.3,997000.0,1850,127450,83100,1.0,1850.0,893.55,61558.35,40137.299999999996,2.180430599585561,1.7615130658589206,0.0,0.05082592121978982,0.13462759277833486
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-09-01,130.0,12610.05,118.0,12.0,0.0,0.0,0.0,0.0,0.0,,1704.0,146833.75999999998,0.0,1612.0,92.0,48.3,997000.0,1850,127450,83100,1.0,1850.0,893.55,61558.35,40137.299999999996,2.3852777080606873,1.907000167867599,0.0,0.05399061032860682,0.14727558676028066
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-09-08,118.0,10646.8,112.0,6.0,0.0,0.0,0.0,0.0,0.0,,1822.0,157480.56,0.0,1724.0,98.0,48.3,997000.0,1850,127450,83100,1.0,1850.0,893.55,61558.35,40137.299999999996,2.558232311294852,2.0390576912293223,0.0,0.053787047200848634,0.15795442326980927
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-09-15,52.0,3986.4799999999996,52.0,0.0,0.0,0.0,0.0,0.0,0.0,,1874.0,161467.03999999998,0.0,1776.0,98.0,48.3,997000.0,1850,127450,83100,1.0,1850.0,893.55,61558.35,40137.299999999996,2.622991681875771,2.097252532032794,0.0,0.052294557097090556,0.16195289869608806
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-09-22,44.0,4884.799999999999,40.0,4.0,0.0,0.0,54.9,1133200.0,2064200.0,General Conditions & Project Management,1918.0,166351.84,0.0,1816.0,102.0,54.9,1133200.0,1850,127450,83100,1.0,1850.0,1015.6499999999999,69970.04999999999,45621.899999999994,2.377472075552292,1.8884458228701932,0.0,0.05318039624606195,0.1467983056830214
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-09-29,48.0,4204.799999999999,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,1966.0,170556.63999999998,0.0,1864.0,102.0,54.9,1133200.0,1850,127450,83100,1.0,1850.0,1015.6499999999999,69970.04999999999,45621.899999999994,2.437566358749173,1.9357061979993744,0.0,0.05188199389620962,0.15050885986586643
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-10-06,48.0,4307.12,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,2014.0,174863.75999999998,0.0,1912.0,102.0,54.9,1133200.0,1850,127450,83100,1.0,1850.0,1015.6499999999999,69970.04999999999,45621.899999999994,2.4991229819043648,1.9829665731285555,0.0,0.05064548162857466,0.15430970702435567
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-10-13,64.0,5728.719999999999,64.0,0.0,0.0,0.0,0.0,0.0,0.0,,2078.0,180592.47999999998,0.0,1976.0,102.0,54.9,1133200.0,1850,127450,83100,1.0,1850.0,1015.6499999999999,69970.04999999999,45621.899999999994,2.5809968693747884,2.04598040663413,0.0,0.04908565928775309,0.15936505471231896
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-10-20,58.0,5340.17,56.0,2.0,0.0,0.0,61.7,1274400.0,2064200.0,General Conditions & Project Management,2136.0,185932.65,0.0,2032.0,104.0,61.7,1274400.0,1850,127450,83100,1.0,1850.0,1141.45,78636.65,51272.7,2.364452834651497,1.8713040431014312,0.0,0.04868913857675623,0.14589818738229743
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-10-27,40.0,2806.72,40.0,0.0,0.0,0.0,0.0,0.0,0.0,,2176.0,188739.37,0.0,2072.0,104.0,61.7,1274400.0,1850,127450,83100,1.0,1850.0,1141.45,78636.65,51272.7,2.4001450977374748,1.9063471899759898,0.0,0.04779411764703686,0.1481005728185812
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-11-03,60.0,5926.08,56.0,4.0,0.0,0.0,0.0,0.0,0.0,,2236.0,194665.44999999998,0.0,2128.0,108.0,61.7,1274400.0,1850,127450,83100,1.0,1850.0,1141.45,78636.65,51272.7,2.475505378217377,1.9589119102878279,0.0,0.04830053667260809,0.15275066698053974
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-11-10,74.0,6387.839999999999,66.0,8.0,0.0,0.0,0.0,0.0,0.0,,2310.0,201053.28999999998,0.0,2194.0,116.0,61.7,1274400.0,1850,127450,83100,1.0,1850.0,1141.45,78636.65,51272.7,2.5567377297989857,2.023741732005761,0.0,0.050216450216428475,0.1577630963590708
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-11-17,20.0,1822.56,16.0,4.0,0.0,0.0,69.7,1438000.0,2064200.0,General Conditions & Project Management,2330.0,202875.84999999998,0.0,2210.0,120.0,69.7,1438000.0,1850,127450,83100,1.0,1850.0,1289.45,88832.65000000001,57920.700000000004,2.2837982431009056,1.8069719647897886,0.0,0.05150214592272468,0.14108195410292063
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-11-24,32.0,3103.8399999999997,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,2362.0,205979.68999999997,0.0,2242.0,120.0,69.7,1438000.0,1850,127450,83100,1.0,1850.0,1289.45,88832.65000000001,57920.700000000004,2.318738549395944,1.831788747138833,0.0,0.05080440304824267,0.14324039638386638
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-12-01,54.0,4137.66,54.0,0.0,0.0,0.0,0.0,0.0,0.0,,2416.0,210117.34999999998,0.0,2296.0,120.0,69.7,1438000.0,1850,127450,83100,1.0,1850.0,1289.45,88832.65000000001,57920.700000000004,2.365316693805685,1.8736670673528453,0.0,0.049668874172164874,0.14611776773296234
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-12-08,76.0,5839.44,74.0,2.0,0.0,0.0,0.0,0.0,0.0,,2492.0,215956.78999999998,0.0,2370.0,122.0,69.7,1438000.0,1850,127450,83100,1.0,1850.0,1289.45,88832.65000000001,57920.700000000004,2.4310519837019107,1.9326069254318254,0.0,0.04895666131619223,0.15017857440890114
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-12-15,90.0,8067.0599999999995,86.0,4.0,0.0,0.0,0.0,0.0,0.0,,2582.0,224023.84999999998,0.0,2456.0,126.0,69.7,1438000.0,1850,127450,83100,1.0,1850.0,1289.45,88832.65000000001,57920.700000000004,2.5218638642435796,2.0024041257885123,0.0,0.0487993803253103,0.1557884909596661
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-12-22,72.0,4760.96,72.0,0.0,0.0,0.0,76.9,1586800.0,2064200.0,General Conditions & Project Management,2654.0,228784.81,0.0,2528.0,126.0,76.9,1586800.0,1850,127450,83100,1.0,1850.0,1422.65,98009.05,63903.9,2.334323309939211,1.8655326327614905,0.0,0.047475508666146395,0.14417999117721192
PRJ-2024-001,PRJ-2024-001-SOV-01,2024-12-29,62.0,4842.4,62.0,0.0,0.0,0.0,0.0,0.0,0.0,,2716.0,233627.21,0.0,2590.0,126.0,76.9,1586800.0,1850,127450,83100,1.0,1850.0,1422.65,98009.05,63903.9,2.383730992188962,1.9091132745215553,0.0,0.046391752577302506,0.1472316675069321
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-01-05,28.0,2130.3999999999996,24.0,4.0,0.0,0.0,0.0,0.0,0.0,,2744.0,235757.61,0.0,2614.0,130.0,76.9,1586800.0,1850,127450,83100,1.0,1850.0,1422.65,98009.05,63903.9,2.405467760375165,1.928794854671262,0.0,0.047376093294443374,0.1485742437610284
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-01-12,80.0,8221.119999999999,72.0,8.0,0.0,0.0,0.0,0.0,0.0,,2824.0,243978.72999999998,0.0,2686.0,138.0,76.9,1586800.0,1850,127450,83100,1.0,1850.0,1422.65,98009.05,63903.9,2.4893489937918742,1.9850279408132814,0.0,0.04886685552406202,0.1537551865389462
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-01-19,24.0,1583.04,24.0,0.0,0.0,0.0,83.7,1727600.0,2064200.0,General Conditions & Project Management,2848.0,245561.77,0.0,2710.0,138.0,83.7,1727600.0,1850,127450,83100,1.0,1850.0,1548.45,106675.65000000001,69554.70000000001,2.301947726589879,1.839258613450974,0.0,0.04845505617975827,0.14214040865941183
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-01-26,56.0,4698.24,56.0,0.0,0.0,0.0,0.0,0.0,0.0,,2904.0,250260.00999999998,0.0,2766.0,138.0,83.7,1727600.0,1850,127450,83100,1.0,1850.0,1548.45,106675.65000000001,69554.70000000001,2.3459900174031993,1.8754238109064707,0.0,0.04752066115700843,0.14485992706645048
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-02-02,80.0,6112.959999999999,80.0,0.0,0.0,0.0,0.0,0.0,0.0,,2984.0,256372.96999999997,0.0,2846.0,138.0,83.7,1727600.0,1850,127450,83100,1.0,1850.0,1548.45,106675.65000000001,69554.70000000001,2.403294191317302,1.9270883787000375,0.0,0.046246648793550185,0.14839833873581837
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-02-09,62.0,4566.959999999999,62.0,0.0,0.0,0.0,0.0,0.0,0.0,,3046.0,260939.93,0.0,2908.0,138.0,83.7,1727600.0,1850,127450,83100,1.0,1850.0,1548.45,106675.65000000001,69554.70000000001,2.44610583577412,1.9671284187400515,0.0,0.04530531845041191,0.15104186733040048
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-02-16,48.0,4214.4,48.0,0.0,0.0,0.0,91.0,1879200.0,2064200.0,General Conditions & Project Management,3094.0,265154.32999999996,0.0,2956.0,138.0,91.0,1879200.0,1850,127450,83100,1.0,1850.0,1683.5,115979.5,75621.0,2.2862172194223778,1.8378378378367461,0.0,0.04460245636714783,0.14109957960834388
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-02-23,50.0,5158.54,46.0,4.0,0.0,0.0,0.0,0.0,0.0,,3144.0,270312.87,0.0,3002.0,142.0,91.0,1879200.0,1850,127450,83100,1.0,1850.0,1683.5,115979.5,75621.0,2.3306952521781663,1.8675378675367582,0.0,0.04516539440202126,0.1438446519795657
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-03-02,114.0,10590.48,112.0,2.0,0.0,0.0,0.0,0.0,0.0,,3258.0,280903.35,0.0,3114.0,144.0,91.0,1879200.0,1850,127450,83100,1.0,1850.0,1683.5,115979.5,75621.0,2.4220086308356006,1.9352539352527858,0.0,0.04419889502761074,0.14948028416347373
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-03-09,82.0,7514.0199999999995,78.0,4.0,0.0,0.0,0.0,0.0,0.0,,3340.0,288417.37,0.0,3192.0,148.0,91.0,1879200.0,1850,127450,83100,1.0,1850.0,1683.5,115979.5,75621.0,2.4867961148306166,1.9839619839608056,0.0,0.04431137724549571,0.15347880481055762
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-03-16,108.0,8949.939999999999,102.0,6.0,0.0,0.0,0.0,0.0,0.0,,3448.0,297367.31,0.0,3294.0,154.0,91.0,1879200.0,1850,127450,83100,1.0,1850.0,1683.5,115979.5,75621.0,2.5639644075030277,2.0481140481128315,0.0,0.044663573085833914,0.15824143784589179
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-03-23,110.0,9361.179999999998,106.0,4.0,0.0,0.0,98.6,2034900.0,2064200.0,General Conditions & Project Management,3558.0,306728.49,0.0,3400.0,158.0,98.6,2034900.0,1850,127450,83100,1.0,1850.0,1824.1,125665.7,81936.6,2.4408290408599767,1.95055095663508,0.0,0.044406970207969534,0.1507339377856405
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-03-30,122.0,9929.92,114.0,8.0,0.0,0.0,0.0,0.0,0.0,,3680.0,316658.41,0.0,3514.0,166.0,98.6,2034900.0,1850,127450,83100,1.0,1850.0,1824.1,125665.7,81936.6,2.519847579729373,2.017433254754664,0.0,0.045108695652161655,0.1556137451471816
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-04-06,100.0,7787.2,92.0,8.0,0.0,0.0,0.0,0.0,0.0,,3780.0,324445.61,0.0,3606.0,174.0,98.6,2034900.0,1850,127450,83100,1.0,1850.0,1824.1,125665.7,81936.6,2.581815165156422,2.0722548105903886,0.0,0.04603174603173386,0.1594405671040345
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-04-13,96.0,9158.68,84.0,12.0,0.0,0.0,0.0,0.0,0.0,,3876.0,333604.29,0.0,3690.0,186.0,98.6,2034900.0,1850,127450,83100,1.0,1850.0,1824.1,125665.7,81936.6,2.654696468487402,2.124883504192684,0.0,0.04798761609905883,0.16394136812619775
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-04-20,142.0,11806.9,136.0,6.0,0.0,0.0,99.8,2061000.0,2064200.0,General Conditions & Project Management,4018.0,345411.19,0.0,3826.0,192.0,99.8,2061000.0,1850,127450,83100,1.0,1850.0,1846.3,127195.1,82933.8,2.715601387160333,2.1762443806520197,0.0,0.04778496764558293,0.16759397865114015
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-04-27,106.0,8925.519999999999,100.0,6.0,0.0,0.0,0.0,0.0,0.0,,4124.0,354336.70999999996,0.0,3926.0,198.0,99.8,2061000.0,1850,127450,83100,1.0,1850.0,1846.3,127195.1,82933.8,2.785773272712527,2.2336565021923667,0.0,0.04801163918524538,0.17192465308102853
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-05-04,68.0,5725.18,64.0,4.0,0.0,0.0,0.0,0.0,0.0,,4192.0,360061.88999999996,0.0,3990.0,202.0,99.8,2061000.0,1850,127450,83100,1.0,1850.0,1846.3,127195.1,82933.8,2.8307842833568047,2.2704869197842874,0.0,0.04818702290075186,0.17470251819505084
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-05-11,172.0,14564.46,162.0,10.0,0.0,0.0,0.0,0.0,0.0,,4364.0,374626.35,0.0,4152.0,212.0,99.8,2061000.0,1850,127450,83100,1.0,1850.0,1846.3,127195.1,82933.8,2.9452891660134473,2.363646211340322,0.0,0.04857928505956723,0.18176921397379903
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-05-18,160.0,13588.82,152.0,8.0,0.0,0.0,100.0,2064200.0,2064200.0,General Conditions & Project Management,4524.0,388215.17,0.0,4304.0,220.0,100.0,2064200.0,1850,127450,83100,1.0,1850.0,1850.0,127450.0,83100.0,3.046019380149054,2.4454054054040837,0.0,0.04862953138814132,0.18807052126731896
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-05-25,50.0,4654.42,40.0,10.0,0.0,0.0,0.0,0.0,0.0,,4574.0,392869.58999999997,0.0,4344.0,230.0,100.0,2064200.0,1850,127450,83100,1.0,1850.0,1850.0,127450.0,83100.0,3.0825389564534866,2.472432432431096,0.0,0.050284215128978946,0.19032535122565633
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-06-01,34.0,3092.31,32.0,2.0,0.0,0.0,0.0,0.0,0.0,,4608.0,395961.89999999997,0.0,4376.0,232.0,100.0,2064200.0,1850,127450,83100,1.0,1850.0,1850.0,127450.0,83100.0,3.1068018830913835,2.4908108108094646,0.0,0.05034722222221129,0.191823418273423
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-06-08,58.0,4480.5599999999995,52.0,6.0,0.0,0.0,0.0,0.0,0.0,,4666.0,400442.45999999996,0.0,4428.0,238.0,100.0,2064200.0,1850,127450,83100,1.0,1850.0,1850.0,127450.0,83100.0,3.141957316594718,2.522162162160799,0.0,0.051007286755239814,0.19399402189710288
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-06-15,72.0,6697.039999999999,72.0,0.0,0.0,0.0,0.0,0.0,0.0,,4738.0,407139.5,0.0,4500.0,238.0,100.0,2064200.0,1850,127450,83100,1.0,1850.0,1850.0,127450.0,83100.0,3.1945037269517207,2.561081081079697,0.0,0.05023216547065212,0.19723839744210822
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-06-22,34.0,3409.8399999999997,32.0,2.0,0.0,0.0,0.0,0.0,0.0,,4772.0,410549.33999999997,0.0,4532.0,240.0,100.0,2064200.0,1850,127450,83100,1.0,1850.0,1850.0,127450.0,83100.0,3.2212580619850666,2.5794594594580653,0.0,0.05029337803854771,0.19889029163840702
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-06-29,44.0,3697.9199999999996,44.0,0.0,0.0,0.0,0.0,0.0,0.0,,4816.0,414247.25999999995,0.0,4576.0,240.0,100.0,2064200.0,1850,127450,83100,1.0,1850.0,1850.0,127450.0,83100.0,3.2502727344056233,2.603243243241836,0.0,0.049833887043179016,0.20068174595484922
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-07-06,28.0,2662.18,24.0,4.0,0.0,0.0,0.0,0.0,0.0,,4844.0,416909.43999999994,0.0,4600.0,244.0,100.0,2064200.0,1850,127450,83100,1.0,1850.0,1850.0,127450.0,83100.0,3.2711607689289655,2.618378378376963,0.0,0.050371593724184476,0.20197143687627156
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-07-13,60.0,4175.52,58.0,2.0,0.0,0.0,0.0,0.0,0.0,,4904.0,421084.95999999996,0.0,4658.0,246.0,100.0,2064200.0,1850,127450,83100,1.0,1850.0,1850.0,127450.0,83100.0,3.3039227932522293,2.6508108108093777,0.0,0.05016313213702076,0.20399426412169352
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-07-20,34.0,3117.21,32.0,2.0,0.0,0.0,0.0,0.0,0.0,,4938.0,424202.17,0.0,4690.0,248.0,100.0,2064200.0,1850,127450,83100,1.0,1850.0,1850.0,127450.0,83100.0,3.328381090623748,2.6691891891877466,0.0,0.05022276225191368,0.2055043939540741
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-07-27,48.0,3896.8799999999997,46.0,2.0,0.0,0.0,0.0,0.0,0.0,,4986.0,428099.05,0.0,4736.0,250.0,100.0,2064200.0,1850,127450,83100,1.0,1850.0,1850.0,127450.0,83100.0,3.3589568458218646,2.6951351351336785,0.0,0.05014039310067185,0.20739223427962397
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-08-03,54.0,4210.08,54.0,0.0,0.0,0.0,0.0,0.0,0.0,,5040.0,432309.12999999995,0.0,4790.0,250.0,100.0,2064200.0,1850,127450,83100,1.0,1850.0,1850.0,127450.0,83100.0,3.391990035307937,2.724324324322852,0.0,0.049603174603164754,0.20943180408875098
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-08-10,50.0,4647.28,48.0,2.0,0.0,0.0,0.0,0.0,0.0,,5090.0,436956.41,0.0,4838.0,252.0,100.0,2064200.0,1850,127450,83100,1.0,1850.0,1850.0,127450.0,83100.0,3.42845358964297,2.751351351349864,0.0,0.049508840864430345,0.211683175079934
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-08-17,32.0,3041.2799999999997,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,5122.0,439997.68999999994,0.0,4870.0,252.0,100.0,2064200.0,1850,127450,83100,1.0,1850.0,1850.0,127450.0,83100.0,3.452316123970157,2.768648648647152,0.0,0.049199531433024364,0.21315652068597993
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-08-24,60.0,5096.08,60.0,0.0,0.0,0.0,0.0,0.0,0.0,,5182.0,445093.76999999996,0.0,4930.0,252.0,100.0,2064200.0,1850,127450,83100,1.0,1850.0,1850.0,127450.0,83100.0,3.4923010592388892,2.801081081079567,0.0,0.04862987263603847,0.2156253124697218
PRJ-2024-001,PRJ-2024-001-SOV-01,2025-08-31,28.0,2933.4399999999996,24.0,4.0,0.0,0.0,0.0,0.0,0.0,,5210.0,448027.20999999996,0.0,4954.0,256.0,100.0,2064200.0,1850,127450,83100,1.0,1850.0,1850.0,127450.0,83100.0,3.5153174578265705,2.816216216214694,0.0,0.04913627639154527,0.2170464150760584
